smr_capacity,solar_capacity,grid_capacity,industry_demand_thermal_capacity,industry_demand_electricity_capacity,desalination_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-solar_capacity,prefix,ProbabilityWeight-smr_capacity,ProbabilityWeight,ProbabilityWeight-desalination_capacity,PointProbability
180.0,720.0,-1e+200,-3.71,-7.02,0.0,-1768376776.9,nan,-1768376776.9,-1768376776.9,-1768376776.9,-1768376776.9,-1768376776.9,1.0,nan,0.136363636364,110,0.227272727273,0.00387396694215,0.125,3.18845015815e-09
360.0,60.0,-1e+200,-3.71,-7.02,0.0,-2288242185.58,nan,-2288242185.58,-2288242185.58,-2288242185.58,-2288242185.58,-2288242185.58,1.0,nan,0.0909090909091,111,0.272727272727,0.00309917355372,0.125,3.18845015815e-09
360.0,180.0,-1e+200,-3.71,-7.02,0.0,-2395533524.1,nan,-2395533524.1,-2395533524.1,-2395533524.1,-2395533524.1,-2395533524.1,1.0,nan,0.227272727273,112,0.272727272727,0.0077479338843,0.125,3.18845015815e-09
360.0,360.0,-1e+200,-3.71,-7.02,0.0,-2556189590.75,nan,-2556189590.75,-2556189590.75,-2556189590.75,-2556189590.75,-2556189590.75,1.0,nan,0.272727272727,113,0.272727272727,0.00929752066116,0.125,3.18845015815e-09
360.0,540.0,-1e+200,-3.71,-7.02,0.0,-2717712450.88,nan,-2717712450.88,-2717712450.88,-2717712450.88,-2717712450.88,-2717712450.88,1.0,nan,0.272727272727,114,0.272727272727,0.00929752066116,0.125,3.18845015815e-09
360.0,720.0,-1e+200,-3.71,-7.02,0.0,-2879122596.56,nan,-2879122596.56,-2879122596.56,-2879122596.56,-2879122596.56,-2879122596.56,1.0,nan,0.136363636364,115,0.272727272727,0.00464876033058,0.125,3.18845015815e-09
540.0,60.0,-1e+200,-3.71,-7.02,0.0,-3397674541.42,nan,-3397674541.42,-3397674541.42,-3397674541.42,-3397674541.42,-3397674541.42,1.0,nan,0.0909090909091,116,0.272727272727,0.00309917355372,0.125,3.18845015815e-09
540.0,180.0,-1e+200,-3.71,-7.02,0.0,-3505110865.2,nan,-3505110865.2,-3505110865.2,-3505110865.2,-3505110865.2,-3505110865.2,1.0,nan,0.227272727273,117,0.272727272727,0.0077479338843,0.125,3.18845015815e-09
540.0,360.0,-1e+200,-3.71,-7.02,0.0,-3665802018.1,nan,-3665802018.1,-3665802018.1,-3665802018.1,-3665802018.1,-3665802018.1,1.0,nan,0.272727272727,118,0.272727272727,0.00929752066116,0.125,3.18845015815e-09
540.0,540.0,-1e+200,-3.71,-7.02,0.0,-3826489557.78,nan,-3826489557.78,-3826489557.78,-3826489557.78,-3826489557.78,-3826489557.78,1.0,nan,0.272727272727,119,0.272727272727,0.00929752066116,0.125,3.18845015815e-09
540.0,720.0,-1e+200,-3.71,-7.02,0.0,-3987775613.08,nan,-3987775613.08,-3987775613.08,-3987775613.08,-3987775613.08,-3987775613.08,1.0,nan,0.136363636364,120,0.272727272727,0.00464876033058,0.125,3.18845015815e-09
720.0,60.0,-1e+200,-3.71,-7.02,0.0,-4507135699.89,nan,-4507135699.89,-4507135699.89,-4507135699.89,-4507135699.89,-4507135699.89,1.0,nan,0.0909090909091,121,0.136363636364,0.00154958677686,0.125,3.18845015815e-09
720.0,180.0,-1e+200,-3.71,-7.02,0.0,-4614424326.05,nan,-4614424326.05,-4614424326.05,-4614424326.05,-4614424326.05,-4614424326.05,1.0,nan,0.227272727273,122,0.136363636364,0.00387396694215,0.125,3.18845015815e-09
720.0,360.0,-1e+200,-3.71,-7.02,0.0,-4775746551.44,nan,-4775746551.44,-4775746551.44,-4775746551.44,-4775746551.44,-4775746551.44,1.0,nan,0.272727272727,123,0.136363636364,0.00464876033058,0.125,3.18845015815e-09
720.0,540.0,-1e+200,-3.71,-7.02,0.0,-4936222821.81,nan,-4936222821.81,-4936222821.81,-4936222821.81,-4936222821.81,-4936222821.81,1.0,nan,0.272727272727,124,0.136363636364,0.00464876033058,0.125,3.18845015815e-09
720.0,720.0,-1e+200,-3.71,-7.02,0.0,-5097672508.01,nan,-5097672508.01,-5097672508.01,-5097672508.01,-5097672508.01,-5097672508.01,1.0,nan,0.136363636364,125,0.136363636364,0.00232438016529,0.125,3.18845015815e-09
