"PVWatts Hourly PV Performance Data"
"Requested Location","Kenya"
"Location","LAMU/MANDA ISLAND, KENYA"
"Latitude (DD)","-2.27"
"Longitude (DD)","40.83"
"Elevation (m)","6"
"DC System Size (kW)","1100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","2.27"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","15","10","673","207","31.7","4.3","0.12","755.013","44.215","652312.699","624838.747"
"1","15","11","715","239","32.6","5.1","0.12","884.79","45.79","755319.171","724195.29"
"1","15","12","795","209","32.5","6","0.12","949.262","45.228","811774.512","778650.194"
"1","15","13","785","176","32.5","6.8","0.12","879.139","43.327","760251.478","728952.826"
"1","15","14","778","158","32.4","7.7","0.12","779.682","41.203","684156.84","655554.524"
"1","15","15","753","130","31.1","6.8","0.12","617.876","38.74","552464.588","528528.653"
"1","15","16","688","101","29.9","6","0.12","412.031","35.447","370300.063","352818.94"
"1","15","17","386","70","28.6","5.1","0.12","156.731","30.87","123872.181","115122.978"
"1","15","18","40","10","28.4","6","0.12","11.127","28.516","4665.854","140.606"
"1","15","19","0","0","28.1","6.8","0.12","0","28.1","0","0"
"1","15","20","0","0","27.9","7.7","0.12","0","27.9","0","0"
"1","15","21","0","0","27.6","6.4","0.12","0","27.6","0","0"
"1","15","22","0","0","27.2","5","0.12","0","27.2","0","0"
"1","15","23","0","0","26.9","3.7","0.12","0","26.9","0","0"
"1","16","0","0","0","26.5","2.3","0.12","0","26.5","0","0"
"1","16","1","0","0","26.4","1.5","0.12","0","26.4","0","0"
"1","16","2","0","0","26.4","0.8","0.12","0","26.4","0","0"
"1","16","3","0","0","26.4","0","0.12","0","26.4","0","0"
"1","16","4","0","0","25.8","0","0.12","0","25.8","0","0"
"1","16","5","0","0","25.1","0","0.12","0","25.1","0","0"
"1","16","6","14","18","26.1","0.8","0.12","18.624","26.592","8986.29","4307.951"
"1","16","7","276","94","27.1","1.5","0.12","163.939","31.461","136000.541","126821.582"
"1","16","8","473","164","28.1","2.3","0.12","389.919","37.058","348134.377","331438.673"
"1","16","9","577","234","28.6","2.8","0.12","619.747","41.576","543832.272","520202.214"
"1","16","10","624","257","29.1","3.4","0.12","764.9","43.57","661165.106","633377.479"
"1","16","11","772","241","29.6","3.9","0.12","938.982","46.055","800461.922","767738.455"
"1","16","12","719","280","30.1","4.5","0.12","949.751","45.39","809550.894","776505.369"
"1","16","13","739","262","30.6","5","0.12","924.383","44.553","792620.825","760175.199"
"1","16","14","479","272","31.1","5.6","0.12","654.514","40.287","572097.405","547465.8"
"1","16","15","574","233","31.1","5.6","0.12","604.895","39.616","535544.628","512208.234"
"1","16","16","440","153","31.1","5.6","0.12","352.008","36.057","313599.476","298127.481"
"1","16","17","176","87","31.1","5.6","0.12","126.266","32.847","103051.023","95039.597"
"1","16","18","7","11","29.8","4.5","0.12","11.292","29.951","5247.52","701.661"
"1","16","19","0","0","28.4","3.4","0.12","0","28.4","0","0"
"1","16","20","0","0","27.1","2.3","0.12","0","27.1","0","0"
"1","16","21","0","0","27.1","2.1","0.12","0","27.1","0","0"
"1","16","22","0","0","27.1","2","0.12","0","27.1","0","0"
"1","16","23","0","0","27.1","1.8","0.12","0","27.1","0","0"
"1","17","0","0","0","27.1","1.6","0.12","0","27.1","0","0"
"1","17","1","0","0","27.1","1.5","0.12","0","27.1","0","0"
"1","17","2","0","0","27.1","1.3","0.12","0","27.1","0","0"
"1","17","3","0","0","27.6","1.4","0.12","0","27.6","0","0"
"1","17","4","0","0","28.1","1.5","0.12","0","28.1","0","0"
"1","17","5","0","0","28.6","1.6","0.12","0","28.6","0","0"
"1","17","6","37","17","29.1","1.7","0.12","18.492","29.483","8352.895","3697"
"1","17","7","139","112","29.6","1.8","0.12","146.438","33.277","123344.479","114613.975"
"1","17","8","172","245","30.1","1.9","0.12","325.531","38.178","285564.181","271085.588"
"1","17","9","458","261","30.4","2.8","0.12","566.661","42.255","494017.565","472152.639"
"1","17","10","481","207","30.8","3.7","0.12","598.779","41.614","521055.084","498232.112"
"1","17","11","645","221","31.1","4.6","0.12","804.666","43.89","692623.314","663720.998"
"1","17","12","592","304","30.8","4.3","0.12","855.694","44.948","730028.068","699800.352"
"1","17","13","562","390","30.4","4","0.12","893.321","45.804","758358.042","727126.483"
"1","17","14","186","222","30.1","3.7","0.12","370.362","36.774","323291.836","307476.402"
"1","17","15","137","194","29.6","3.2","0.12","282.405","35.113","247976.978","234830.249"
"1","17","16","267","217","29.1","2.8","0.12","337.198","36.158","298974.225","284020.461"
"1","17","17","353","49","28.6","2.3","0.12","129.646","31.471","100397.594","92480.189"
"1","17","18","42","9","28.1","1.8","0.12","9.864","28.29","3978.488","0"
"1","17","19","0","0","27.6","1.4","0.12","0","27.6","0","0"
"1","17","20","0","0","27.1","0.9","0.12","0","27.1","0","0"
"1","17","21","0","0","27","1","0.12","0","27","0","0"
"1","17","22","0","0","26.9","1","0.12","0","26.9","0","0"
"1","17","23","0","0","26.7","1.1","0.12","0","26.7","0","0"
"1","18","0","0","0","26.2","2.5","0.12","0","26.2","0","0"
"1","18","1","0","0","25.7","3.9","0.12","0","25.7","0","0"
"1","18","2","0","0","25.2","5.2","0.12","0","25.2","0","0"
"1","18","3","0","0","24.7","6.6","0.12","0","24.7","0","0"
"1","18","4","0","0","24.4","7.3","0.12","0","24.4","0","0"
"1","18","5","0","0","24","8.1","0.12","0","24","0","0"
"1","18","6","2","16","23.7","8.8","0.12","16.043","23.837","7988.501","3345.518"
"1","18","7","63","128","25.3","7.3","0.12","142.721","26.968","125695.052","116881.258"
"1","18","8","88","236","27","5.7","0.12","276.414","30.84","248097.431","234946.434"
"1","18","9","463","240","28.7","4.1","0.12","549.192","38.07","487243.894","465618.987"
"1","18","10","464","324","30.3","2.6","0.12","701.229","45.462","598779.824","573202.756"
"1","18","11","475","399","32","1","0.12","827.637","57.121","668876.037","640815.18"
"1","18","12","583","355","31.7","1.1","0.12","898.843","58.319","723378.884","693386.775"
"1","18","13","713","283","31.3","1.2","0.12","924.091","58.042","747933.019","717070.859"
"1","18","14","699","243","31","1.2","0.12","804.527","54.316","665947.64","637990.548"
"1","18","15","643","203","29.7","1.3","0.12","622.486","47.357","534932.011","511617.324"
"1","18","16","487","152","28.3","1.4","0.12","374.155","38.67","330613.952","314539.066"
"1","18","17","212","100","27","1.5","0.12","148.008","30.937","122544.358","113842.205"
"1","18","18","11","12","26.7","1.2","0.12","12.461","26.997","5864.845","1297.112"
"1","18","19","0","0","26.3","0.8","0.12","0","26.3","0","0"
"1","18","20","0","0","26","0.5","0.12","0","26","0","0"
"1","18","21","0","0","26","0.8","0.12","0","26","0","0"
"1","18","22","0","0","26","1.2","0.12","0","26","0","0"
"1","18","23","0","0","26","1.5","0.12","0","26","0","0"
"1","19","0","0","0","26.1","2.1","0.12","0","26.1","0","0"
"1","19","1","0","0","26.2","2.7","0.12","0","26.2","0","0"
"1","19","2","0","0","26.4","3.3","0.12","0","26.4","0","0"
"1","19","3","0","0","26.5","3.9","0.12","0","26.5","0","0"
"1","19","4","0","0","26.7","3.9","0.12","0","26.7","0","0"
"1","19","5","0","0","26.8","3.8","0.12","0","26.8","0","0"
"1","19","6","32","14","26.9","3.8","0.12","15.029","27.113","6749.861","2150.768"
"1","19","7","289","80","27","3.7","0.12","152.507","29.705","125896.941","117075.993"
"1","19","8","299","203","27.1","3.7","0.12","344.623","33.341","310108.486","294760.191"
"1","19","9","476","191","27.8","4.8","0.12","509.307","35.709","456715.319","436172.161"
"1","19","10","613","281","28.4","5.8","0.12","780.607","39.11","686349.718","657669.7"
"1","19","11","757","222","29.1","6.9","0.12","908.567","40.169","793803.375","761315.846"
"1","19","12","740","261","29.1","7.2","0.12","953.362","40.364","829708.403","795948.616"
"1","19","13","606","159","29.1","7.6","0.12","705.53","37.127","625383.717","598863.967"
"1","19","14","724","181","29.1","7.9","0.12","764.346","37.567","679522.376","651084.278"
"1","19","15","564","220","28.8","7.1","0.12","588.627","35.849","528979.807","505876.031"
"1","19","16","700","112","28.4","6.4","0.12","433.413","33.987","392749.297","374472.709"
"1","19","17","405","72","28.1","5.6","0.12","165.671","30.362","132145.318","123102.965"
"1","19","18","70","11","27.8","6.2","0.12","12.845","27.924","5028.649","490.545"
"1","19","19","0","0","27.4","6.8","0.12","0","27.4","0","0"
"1","19","20","0","0","27.1","7.4","0.12","0","27.1","0","0"
"1","19","21","0","0","26.9","6.7","0.12","0","26.9","0","0"
"1","19","22","0","0","26.8","6","0.12","0","26.8","0","0"
"1","19","23","0","0","26.6","5.3","0.12","0","26.6","0","0"
"1","20","0","0","0","26.4","4.6","0.12","0","26.4","0","0"
"1","20","1","0","0","26.3","3.9","0.12","0","26.3","0","0"
"1","20","2","0","0","26.1","3.2","0.12","0","26.1","0","0"
"1","20","3","0","0","25.9","3.1","0.12","0","25.9","0","0"
"1","20","4","0","0","25.8","3.1","0.12","0","25.8","0","0"
"1","20","5","0","0","25.6","3","0.12","0","25.6","0","0"
"1","20","6","34","19","25.4","2.9","0.12","20.231","25.735","9485.806","4789.767"
"1","20","7","104","105","25.3","2.9","0.12","130.337","27.96","112348.879","104007.992"
"1","20","8","147","83","25.1","2.8","0.12","152.856","28.303","136926.727","127714.95"
"1","20","9","448","252","26.4","4.2","0.12","551.1","35.67","493341.54","471500.569"
"1","20","10","370","287","27.8","5.5","0.12","588.179","36.146","520534.897","497730.357"
"1","20","11","421","304","29.1","6.9","0.12","685.325","37.433","601935.524","576246.636"
"1","20","12","500","303","28.9","6.7","0.12","770.923","38.47","674522.985","646262.035"
"1","20","13","706","272","28.8","6.5","0.12","909.133","40.34","792430.294","759991.419"
"1","20","14","718","239","28.6","6.2","0.12","818.387","39.345","720756.496","690857.309"
"1","20","15","507","201","28.4","6","0.12","533.321","35.572","479206.977","457866.85"
"1","20","16","492","175","28.3","5.8","0.12","400.97","33.819","361954.665","344769.254"
"1","20","17","457","69","28.1","5.6","0.12","175.63","30.493","139466.834","130165.051"
"1","20","18","55","11","27.9","5.4","0.12","12.259","28.033","4965.928","430.047"
"1","20","19","0","0","27.7","5.3","0.12","0","27.7","0","0"
"1","20","20","0","0","27.5","5.2","0.12","0","27.5","0","0"
"1","20","21","0","0","27.2","5.1","0.12","0","27.2","0","0"
"1","20","22","0","0","27","5","0.12","0","27","0","0"
"1","20","23","0","0","26.8","4.9","0.12","0","26.8","0","0"
"1","21","0","0","0","26.6","4.8","0.12","0","26.6","0","0"
"1","21","1","0","0","26.3","4.7","0.12","0","26.3","0","0"
"1","21","2","0","0","26.1","4.6","0.12","0","26.1","0","0"
"1","21","3","0","0","26.3","4.6","0.12","0","26.3","0","0"
"1","21","4","0","0","26.4","4.6","0.12","0","26.4","0","0"
"1","21","5","0","0","26.6","4.6","0.12","0","26.6","0","0"
"1","21","6","20","14","26.8","4.6","0.12","14.719","26.99","6835.16","2233.044"
"1","21","7","276","103","26.9","4.6","0.12","171.601","29.589","143875.923","134417.908"
"1","21","8","379","175","27.1","4.6","0.12","354.892","32.763","321071.891","305335.118"
"1","21","9","534","160","27.6","5","0.12","517.593","35.44","465823.644","444957.742"
"1","21","10","789","198","28.1","5.4","0.12","842.909","40.234","740595.895","709993.719"
"1","21","11","579","317","28.6","5.7","0.12","842.467","40.274","732937.738","702606.921"
"1","21","12","601","286","29.1","6.1","0.12","849.466","40.35","738677.769","708143.56"
"1","21","13","695","251","29.6","6.5","0.12","879.476","40.765","765876.961","734378.976"
"1","21","14","530","294","30.1","6.9","0.12","721.939","38.895","634632.697","607785.218"
"1","21","15","455","187","29.4","6.6","0.12","486.055","35.525","436082.075","416270.034"
"1","21","16","389","224","28.8","6.3","0.12","402.587","34.039","362370.94","345170.778"
"1","21","17","240","85","28.1","6","0.12","140.867","29.956","115737.942","107276.968"
"1","21","18","15","11","27.8","5.9","0.12","11.489","27.927","5262.053","715.679"
"1","21","19","0","0","27.4","5.7","0.12","0","27.4","0","0"
"1","21","20","0","0","27.1","5.6","0.12","0","27.1","0","0"
"1","21","21","0","0","27.1","5.1","0.12","0","27.1","0","0"
"1","21","22","0","0","27.1","4.5","0.12","0","27.1","0","0"
"1","21","23","0","0","27","4","0.12","0","27","0","0"
"1","22","0","0","0","27","3.4","0.12","0","27","0","0"
"1","22","1","0","0","27","3.8","0.12","0","27","0","0"
"1","22","2","0","0","27","4.1","0.12","0","27","0","0"
"1","22","3","0","0","27.3","4.1","0.12","0","27.3","0","0"
"1","22","4","0","0","27.7","4.1","0.12","0","27.7","0","0"
"1","22","5","0","0","28","4.1","0.12","0","28","0","0"
"1","22","6","2","14","28","3.8","0.12","14.049","28.208","6783.589","2183.3"
"1","22","7","40","98","28","3.4","0.12","107.298","30.026","92384.592","84751.119"
"1","22","8","197","188","28","3.1","0.12","280.866","33.588","250549.091","237311.222"
"1","22","9","389","292","25.7","3.3","0.12","551.325","36.303","491048.759","469289.03"
"1","22","10","370","356","23.3","3.4","0.12","657.115","35.706","581875.178","556897.108"
"1","22","11","235","447","21","3.6","0.12","658.767","33.024","583810.061","558763.431"
"1","22","12","535","328","24.3","3.8","0.12","830.063","39.035","724229.778","694207.518"
"1","22","13","422","407","27.7","3.9","0.12","787.682","41.469","679053.935","650632.436"
"1","22","14","419","346","31","4.1","0.12","684.319","42.64","590391.138","565111.314"
"1","22","15","367","279","30.3","4.1","0.12","519.972","39.165","457664.729","437087.929"
"1","22","16","491","141","29.7","4.1","0.12","368.459","35.999","329564.746","313527.038"
"1","22","17","317","81","29","4.1","0.12","155.454","31.59","125584.017","116774.157"
"1","22","18","26","13","28.3","4.1","0.12","13.967","28.492","6303.423","1720.149"
"1","22","19","0","0","27.7","4.1","0.12","0","27.7","0","0"
"1","22","20","0","0","27","4.1","0.12","0","27","0","0"
"1","22","21","0","0","26.8","3.8","0.12","0","26.8","0","0"
"1","22","22","0","0","26.6","3.4","0.12","0","26.6","0","0"
"1","22","23","0","0","26.3","3.1","0.12","0","26.3","0","0"
"1","23","0","0","0","26","3.2","0.12","0","26","0","0"
"1","23","1","0","0","25.7","3.3","0.12","0","25.7","0","0"
"1","23","2","0","0","25.4","3.4","0.12","0","25.4","0","0"
"1","23","3","0","0","25.1","3.5","0.12","0","25.1","0","0"
"1","23","4","0","0","25.1","3.4","0.12","0","25.1","0","0"
"1","23","5","0","0","25.1","3.2","0.12","0","25.1","0","0"
"1","23","6","2","15","25.8","3.7","0.12","15.043","26.027","7378.962","2757.577"
"1","23","7","52","84","26.4","4.1","0.12","96.495","28.038","82891.301","75594.214"
"1","23","8","87","182","27.1","4.6","0.12","222.441","30.642","198636.351","187237.956"
"1","23","9","118","307","27.4","5.2","0.12","384.436","33.053","341435.29","324976.961"
"1","23","10","187","466","27.6","5.9","0.12","616.475","35.93","541093.484","517560.472"
"1","23","11","60","551","27.9","6.5","0.12","602.679","35.503","524189.368","501255.336"
"1","23","12","646","339","28.5","7.1","0.12","946.067","39.779","822823.776","789307.939"
"1","23","13","489","402","29.1","7.8","0.12","844.352","38.504","737285.497","706800.621"
"1","23","14","583","304","29.7","8.4","0.12","776.857","37.913","685750.151","657091.378"
"1","23","15","443","265","28.5","7.3","0.12","557.123","35.034","500019.777","477942.169"
"1","23","16","279","208","27.3","6.2","0.12","336.738","31.729","304372.021","289226.991"
"1","23","17","82","84","26.1","5.1","0.12","102.916","27.624","87677.524","80210.842"
"1","23","18","2","12","26.1","5.1","0.12","12.054","26.25","5827.956","1261.53"
"1","23","19","0","0","26.1","5.1","0.12","0","26.1","0","0"
"1","23","20","0","0","26.1","5.1","0.12","0","26.1","0","0"
"1","23","21","0","0","26.1","4.9","0.12","0","26.1","0","0"
"1","23","22","0","0","26.1","4.8","0.12","0","26.1","0","0"
"1","23","23","0","0","26.1","4.6","0.12","0","26.1","0","0"
"1","24","0","0","0","26","4.4","0.12","0","26","0","0"
"1","24","1","0","0","26","4.3","0.12","0","26","0","0"
"1","24","2","0","0","25.9","4.1","0.12","0","25.9","0","0"
"1","24","3","0","0","25.7","4.3","0.12","0","25.7","0","0"
"1","24","4","0","0","25.5","4.4","0.12","0","25.5","0","0"
"1","24","5","0","0","25.3","4.6","0.12","0","25.3","0","0"
"1","24","6","18","17","26","4.9","0.12","17.336","26.217","8272.245","3619.207"
"1","24","7","77","90","26.8","5.3","0.12","108.538","28.371","92944.844","85291.52"
"1","24","8","162","166","27.5","5.6","0.12","242.325","30.91","217476.549","205410.572"
"1","24","9","160","240","27.7","6.2","0.12","346.259","32.239","308928.722","293622.231"
"1","24","10","197","355","27.9","6.8","0.12","514.828","34.218","455112.989","434626.607"
"1","24","11","447","249","28.1","7.4","0.12","656.291","35.699","581516.761","556551.392"
"1","24","12","274","270","28.2","5.4","0.12","527.604","35.761","463571.402","442785.305"
"1","24","13","552","209","28.3","3.3","0.12","710.934","41.951","616399.503","590198.099"
"1","24","14","369","373","28.4","1.3","0.12","671.864","47.363","567313.845","542851.741"
"1","24","15","197","396","28","2.6","0.12","524.175","39.331","457454.074","436884.739"
"1","24","16","462","148","27.5","3.8","0.12","363.42","33.989","327616.693","311648.012"
"1","24","17","467","69","27.1","5.1","0.12","180.644","29.718","144710.307","135222.726"
"1","24","18","91","11","26.6","5.3","0.12","14.147","26.745","5244.876","699.11"
"1","24","19","0","0","26.1","5.4","0.12","0","26.1","0","0"
"1","24","20","0","0","25.6","5.6","0.12","0","25.6","0","0"
"1","24","21","0","0","25.5","5.6","0.12","0","25.5","0","0"
"1","24","22","0","0","25.4","5.5","0.12","0","25.4","0","0"
"1","24","23","0","0","25.3","5.5","0.12","0","25.3","0","0"
"1","25","0","0","0","25.3","5.4","0.12","0","25.3","0","0"
"1","25","1","0","0","25.3","5.3","0.12","0","25.3","0","0"
"1","25","2","0","0","25.4","5.1","0.12","0","25.4","0","0"
"1","25","3","0","0","25.8","4.6","0.12","0","25.8","0","0"
"1","25","4","0","0","26.1","4.1","0.12","0","26.1","0","0"
"1","25","5","0","0","26.5","3.6","0.12","0","26.5","0","0"
"1","25","6","20","22","26.9","3.1","0.12","22.63","27.269","10944.041","6196.332"
"1","25","7","130","90","27.2","2.6","0.12","121.74","29.811","102645.216","94648.169"
"1","25","8","448","182","27.6","2.1","0.12","394.468","37.018","351881.388","335052.912"
"1","25","9","349","210","28.6","4.1","0.12","443.491","36.164","394676.022","376331.162"
"1","25","10","600","239","29.7","6.2","0.12","730.659","39.288","642690.256","615557.266"
"1","25","11","612","208","30.7","8.2","0.12","766.846","38.95","673332.875","645114.096"
"1","25","12","835","210","30.4","8.6","0.12","998.581","40.772","868513.056","833378.266"
"1","25","13","765","224","30.1","8.9","0.12","921.061","39.426","806862.163","773911.91"
"1","25","14","843","145","29.8","9.3","0.12","833.391","37.979","740523.536","709923.924"
"1","25","15","813","107","29.1","8.9","0.12","648.304","35.695","587177.94","562011.972"
"1","25","16","653","100","28.5","8.6","0.12","406.277","32.741","370380.545","352896.571"
"1","25","17","539","56","27.8","8.2","0.12","185.743","29.735","147017.585","137448.249"
"1","25","18","86","11","27.1","7.9","0.12","14.383","27.214","5423.987","871.875"
"1","25","19","0","0","26.5","7.5","0.12","0","26.5","0","0"
"1","25","20","0","0","25.8","7.2","0.12","0","25.8","0","0"
"1","25","21","0","0","25.6","7.2","0.12","0","25.6","0","0"
"1","25","22","0","0","25.4","7.2","0.12","0","25.4","0","0"
"1","25","23","0","0","25.3","7.2","0.12","0","25.3","0","0"
